암호화된요양기호,요양기관명,요양종별,시도명,시군구명,도로명주소,표시과목명,개설일자
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzExIyQxIyQzIyQ3MiQzNjE4MzIjNDEjJDEjJDQjJDgz,(의)케이씨엘의료재단 한국의원,의원,서울특별시,강동구,"서울특별시 강동구 성내로 71, 케이씨엘빌딩 2,3층 (성내동)",일반의,2008-12-01
JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQzIyQ4MiQyNjE4MzIjNDEjJDEjJDgjJDgz,(의)피터의료재단새소망요양병원,요양병원,부산광역시,기장군,부산광역시 기장군 기장읍 기장해안로 552,해당사항없음,2005-03-17
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzQxIyQxIyQ3IyQxMyQzNjE0ODEjODEjJDEjJDIjJDgz,(의)현당의료재단 늘봄요양병원,요양병원,경기도,용인시 수지구,"경기도 용인시 수지구 포은대로59번길 17, 광교복합의료센터,지하1층,1층일부,2층~4층,6층 (상현동)",해당사항없음,2018-04-25
JDQ4MTYyMiM2MSMkMSMkNiMkMTMkMzgxMTkxIzExIyQxIyQzIyQ4OSQzNjE0ODEjODEjJDEjJDYjJDgz,(의)혜민의료재단 우리한방병원,한방병원,전북특별자치도,김제시,"전북특별자치도 김제시 중앙로 209 (신풍동,(신풍동))",한방,2006-01-06
JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzExIyQyIyQzIyQwMCQyNjEyMjIjODEjJDEjJDYjJDgz,(의)환명의료재단 경상남도립김해노인전문병원,요양병원,경상남도,김해시,경상남도 김해시 김해대로 1814-39 (삼계동),해당사항없음,2005-07-12
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ4OSQyNjEwMDIjNTEjJDEjJDIjJDgz,(의)효심의료재단 용인서울병원,병원,경기도,용인시 처인구,경기도 용인시 처인구 고림로 81 (고림동),일반의,2002-06-12
JDQ4MTYyMiM3MSMkMSMkMCMkMTMkMzgxNzAyIzQxIyQxIyQ3IyQ2MiQ0NjE0ODEjNzEjJDEjJDgjJDgz,(의료법인)아주의료재단 기아아주한의원,한의원,광주광역시,서구,"광주광역시 서구 화운로 277, 기아자동차 3층 (내방동)",한방,2006-06-21
JDQ4MTYyMiM4MSMkMiMkOCMkMDAkMzgxMzUxIzMxIyQxIyQ3IyQ5OSQzNjEyMjIjNzEjJDEjJDgjJDgz,(재) 사랑의 장기기증 운동본부 사랑의 의원,의원,제주특별자치도,서귀포시,제주특별자치도 서귀포시 하신상로 169 (신효동),일반의,2007-08-29
JDQ4MTYyMiM4MSMkMiMkNCMkMDAkNDgxMzUxIzIxIyQxIyQ5IyQwMyQyNjEyMjIjNTEjJDEjJDYjJDgz,(재)대한불교관음종 대동의원,의원,경상남도,김해시,경상남도 김해시 대동면 동남로85번길 48,일반의,2012-09-10
JDQ4MTYyMiM3MSMkMiMkMCMkMDAkNDgxMzUxIzExIyQxIyQ3IyQwMyQyNjEyMjIjNzEjJDEjJDgjJDgz,(재)대한불교관음종 참조은의원,의원,전라남도,목포시,"전라남도 목포시 산정로 166, 더벨류넘버3 2~5층 (용당동)",일반의,2017-04-03
JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQ0NjEwMDIjNDEjJDEjJDgjJDgz,(재)미리내천주성삼성직수도회천주성삼병원,종합병원,대구광역시,수성구,"대구광역시 수성구 달구벌대로 3190 (신매동, 천주성삼병원)",해당사항없음,2003-01-24
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMTkxIzIxIyQxIyQxIyQ5MiQzNjEwMDIjNjEjJDEjJDQjJDgz,(재)서울의과학연구소 에스씨엘(SCL)대구의원,의원,대구광역시,동구,"대구광역시 동구 화랑로 95, 3,4층 (효목동)",일반의,2020-07-31
JDQ4MTYyMiM4MSMkMiMkOCMkMDAkMzgxMzUxIzUxIyQxIyQ1IyQ4MiQzNjE4MzIjNTEjJDEjJDYjJDgz,(재)서울의과학연구소에스씨엘(SCL)제주의원,의원,제주특별자치도,제주시,제주특별자치도 제주시 도근내길 57-11(내도동),일반의,2021-12-22
JDQ4MTYyMiM3MSMkMiMkMCMkMDAkMzgxMTkxIzMxIyQxIyQzIyQxMyQzNjEwMDIjNTEjJDEjJDYjJDgz,(재)씨젠의료재단 씨젠광주의원,의원,광주광역시,남구,"광주광역시 남구 효우로 200, 5~6층 (행암동)",일반의,2020-06-15
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMTkxIzIxIyQxIyQxIyQ4OSQyNjE0ODEjNDEjJDEjJDgjJDgz,(재)씨젠의료재단 씨젠대구의원,의원,대구광역시,수성구,"대구광역시 수성구 달구벌대로 2619, 유성빌딩 4층 6층 7층층 (만촌동)",일반의,2005-05-31
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkMzgxOTYxIzQxIyQxIyQ3IyQ5MiQyNjE4MzIjNTEjJDEjJDIjJDgz,(재)씨젠의료재단 씨젠대전의원,의원,대전광역시,서구,"대전광역시 서구 만년로 77, 지하1~2,3~6층 (만년동)",일반의,2022-02-15
JDQ4MTYyMiM1MSMkMSMkOCMkOTkkMzgxMzUxIzExIyQxIyQzIyQ5MiQ0NjE0ODEjNjEjJDEjJDQjJDgz,(재)예수의꽃동네유지재단 인곡자애병원,병원,충청북도,음성군,충청북도 음성군 맹동면 꽃동네길 37-0,일반의,1989-03-30
JDQ4MTAxMiM1MSMkMSMkMCMkMTMkMzgxNzAyIzUxIyQxIyQxIyQ5OSQyNjE4MzIjNzEjJDEjJDgjJDgz,(재)원불교부산원광한의원,한의원,부산광역시,부산진구,부산광역시 부산진구 가야대로 767-1 (부전동),한방,1994-04-13
JDQ4MTg4MSM1MSMkMSMkMCMkMTMkNDgxOTYxIzMxIyQxIyQzIyQ5MiQzNjE0ODEjNDEjJDEjJDgjJDgz,(재)원불교서울보화당한의원,한의원,서울특별시,종로구,"서울특별시 종로구 종로 237 (종로5가, 서울보화당)",한방,1995-11-23
JDQ4MTYyMiM2MSMkMSMkNiMkMTMkMzgxNzAyIzIxIyQxIyQ1IyQ4OSQyNjEyMjIjNzEjJDEjJDgjJDgz,(재)원불교역전보화당한의원,한의원,전북특별자치도,익산시,전북특별자치도 익산시 중앙로5길 9 (중앙동3가),한방,1995-10-13
JDQ4MTYyMiM2MSMkMSMkNiMkMTMkMzgxNzAyIzMxIyQxIyQzIyQ5MiQ0NjE0ODEjNTEjJDEjJDIjJDgz,(재)원불교영등보화당한의원,한의원,전북특별자치도,익산시,전북특별자치도 익산시 무왕로 1058 (영등동),한방,2003-12-06
JDQ4MTYyMiM2MSMkMSMkNiMkMTMkMzgxNzAyIzIxIyQxIyQ1IyQ5MiQzNjEyMjIjNTEjJDEjJDYjJDgz,(재)원불교익산원광한의원,한의원,전북특별자치도,익산시,전북특별자치도 익산시 익산대로 463(신동),한방,1984-03-09
JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzExIyQxIyQzIyQ4OSQyNjEyMjIjNTEjJDEjJDIjJDgz,(재)이랜드재단 이랜드의원,의원,서울특별시,금천구,"서울특별시 금천구 가산디지털1로 186, 제이플라츠 401~402호 (가산동)",일반의,2008-01-17
JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ4OSQzNjEyMjIjNDEjJDEjJDgjJDgz,(재)일신기독교선교회 정관일신기독병원,병원,부산광역시,기장군,"부산광역시 기장군 정관읍 정관6로 31, 3-8, 10층",일반의,2018-03-29
JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzUxIyQxIyQxIyQxMyQzNjE0ODEjNzEjJDEjJDgjJDgz,(재)천주교서울대교구유지재단 전진상의원,의원,서울특별시,금천구,"서울특별시 금천구 탑골로3가길 22, 전진상사회복지관 (시흥동)",일반의,1991-09-26
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxOTYxIzMxIyQxIyQ3IyQ4OSQzNjE0ODEjNTEjJDEjJDYjJDgz,(재)한국산업보건연구재단 서울DMC건강의원 포항분원,의원,경상북도,포항시 남구,"경상북도 포항시 남구 오천읍 중원로 71-11, 1동 1층 101호",일반의,2015-10-06
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxOTYxIzMxIyQxIyQzIyQ3MiQzNjEyMjIjNTEjJDEjJDIjJDgz,(재)한국산업보건환경연구소부설우리의원,의원,경기도,의정부시,"경기도 의정부시 가능로 9, 수신빌딩 1,2층 (가능동)",일반의,2003-12-03
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzExIyQxIyQzIyQ4OSQyNjE4MzIjNTEjJDEjJDYjJDgz,(재)한국산업의학연구소 래피젠헬스케어의원,의원,서울특별시,금천구,"서울특별시 금천구 가산디지털2로 135, 가산 어반워크I 2층 201~216호 (가산동)",일반의,2010-11-05
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzExIyQxIyQ3IyQ5OSQzNjEwMDIjNjEjJDEjJDAjJDgz,(재)한국의학연구소 KMI경기의원,의원,경기도,수원시 권선구,"경기도 수원시 권선구 동수원로 232, 센터블스파 1~2층 (권선동)",일반의,1994-04-21
JDQ4MTYyMiM4MSMkMiMkOCMkMDAkMzgxOTYxIzExIyQxIyQzIyQ3OSQzNjE0ODEjNTEjJDEjJDYjJDgz,(재)한국의학연구소 제주의원,의원,제주특별자치도,서귀포시,"제주특별자치도 서귀포시 솔오름로 61, 제주헬스케어타운 의료서비스센터 1~2층 (동홍동)",일반의,2023-02-13
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxOTYxIzMxIyQxIyQzIyQ4MiQzNjE4MzIjNjEjJDEjJDgjJDgz,(재)한국의학연구소대구분사무소부설의원,의원,대구광역시,중구,"대구광역시 중구 중앙대로66길 20, 지하1~2층 (남산동, 반월당효성해링턴플레이스)",일반의,2009-03-09
JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzIxIyQxIyQxIyQxMyQzNjEwMDIjODEjJDEjJDIjJDgz,(재)한국의학연구소한국중부의원,의원,서울특별시,종로구,"서울특별시 종로구 세종대로 149, 광화문빌딩 지하1층,3,4층 (세종로)",일반의,1994-01-28
JDQ4MTYyMiM3MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQxIyQ5MiQyNjEwMDIjNTEjJDEjJDIjJDgz,(재단법인)한국의학연구소광주의원,의원,광주광역시,서구,"광주광역시 서구 상무중앙로 58, 타임스타워 8~10층 (치평동)",일반의,2008-02-25
JDQ4MTYyMiM3MSMkMiMkMCMkMDAkNDgxMzUxIzMxIyQxIyQzIyQwMyQzNjEwMDIjNzEjJDEjJDgjJDgz,(주)LG화학부속의원,의원,전라남도,여수시,"전라남도 여수시 여수산단2로 55, LG화학(주) (화치동)",일반의,2022-06-15
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzIxIyQxIyQ1IyQwMyQzNjEyMjIjODEjJDEjJDYjJDgz,(주)녹십자홀딩스부속의원,의원,경기도,용인시 기흥구,"경기도 용인시 기흥구 이현로30번길 107, (주)녹십자 휘트니스센터 1층 (보정동)",일반의,2022-05-02
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzQxIyQxIyQ3IyQ5OSQ0NjE0ODEjNjEjJDEjJDQjJDgz,(주)루트로닉부속의원,의원,경기도,고양시 덕양구,"경기도 고양시 덕양구 소원로 219, 1층 102(일부)호 (행신동)",일반의,2019-08-28
JDU4MTI3MSM1MSMkMSMkMCMkMTMkNDgxOTYxIzIxIyQxIyQ5IyQ5MiQyNjEyMjIjNjEjJDEjJDgjJDgz,(주)스마일게이트홀딩스부속한의원,한의원,경기도,성남시 분당구,"경기도 성남시 분당구 판교역로 230, 삼환하이펙스B동 지1층 B-106호 (삼평동)",한방,2023-04-28
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzExIyQyIyQzIyQwMCQyNjE4MzIjNDEjJDEjJDQjJDgz,(주)제이시스메디칼부속의원,의원,서울특별시,강남구,"서울특별시 강남구 강남대로 566, 신영와코루빌딩 1층 일부 (논현동)",일반의,2023-06-01
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMTkxIzIxIyQxIyQ5IyQ2MiQzNjEyMjIjNjEjJDEjJDAjJDgz,(주)포스코부속의원,의원,경상북도,포항시 남구,"경상북도 포항시 남구 동해안로6213번길 27, 보건지원센타 (동촌동)",일반의,2022-03-08
JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzExIyQxIyQ3IyQ5OSQzNjEwMDIjNDEjJDEjJDQjJDgz,(주)하나은행부속의원,의원,서울특별시,중구,"서울특별시 중구 을지로 35, 8층 (을지로1가, 하나은행)",일반의,1983-11-14
JDQ4MTg4MSM1MSMkMSMkMCMkNzIkMzgxNzAyIzQxIyQxIyQ3IyQ5OSQzNjE4MzIjNTEjJDEjJDIjJDgz,(주)하나은행부속치과의원,치과의원,서울특별시,중구,"서울특별시 중구 을지로 35, 8층 (을지로1가, 하나은행)",치과,1983-11-14
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkMzgxMTkxIzExIyQxIyQzIyQ4OSQzNjEyMjIjNDEjJDEjJDgjJDgz,(학교법인)동국대학교 한의과대학 분당한방병원,한방병원,경기도,성남시 분당구,"경기도 성남시 분당구 불정로 268 (수내동, 동국대한방병원)",한방,1996-07-22
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzUxIyQxIyQ1IyQxMyQzNjE4MzIjNDEjJDEjJDgjJDgz,(홍인의료소비자생활협동조합)우리현대의원,의원,경기도,용인시 처인구,경기도 용인시 처인구 양지면 양지로 137 (우리현대의원),일반의,2015-03-13
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzExIyQyIyQzIyQwMCQzNjE0ODEjNTEjJDEjJDIjJDgz,읻다의원,의원,서울특별시,강남구,"서울특별시 강남구 도산대로 509, 에스디바이오센서 3층 (청담동)",일반의,2021-07-07
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkNTgxMzUxIzMxIyQxIyQzIyQxMyQyNjE4MzIjNjEjJDEjJDAjJDgz,1(일)약국,약국,경기도,안양시 만안구,경기도 안양시 만안구 박달로 518 (박달동),해당사항없음,2007-10-10
JDU4MTI3MSM1MSMkMSMkMCMkMDMkMzgxMTkxIzIxIyQyIyQxIyQwMCQ0NjE0ODEjNTEjJDEjJDIjJDgz,"1,2,3 약국",약국,경기도,남양주시,경기도 남양주시 오남읍 양지로 47-63,해당사항없음,2012-12-17
JDU4MTI3MSM1MSMkMSMkMCMkMDMkNDgxMzUxIzIxIyQxIyQ5IyQ3MiQ0NjE0ODEjNDEjJDEjJDgjJDgz,1004 약국,약국,경기도,고양시 덕양구,"경기도 고양시 덕양구 동세로 19, 아카메디 105호 (동산동)",해당사항없음,2018-11-01
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkMzgxMTkxIzIxIyQxIyQ5IyQ3MiQ0NjEwMDIjNDEjJDEjJDQjJDgz,100년 한방병원,한방병원,경기도,남양주시,"경기도 남양주시 진접읍 해밀예당1로235번길 3-5, 5~7층(일부),8층",한방,2025-11-10
JDQ4MTYyMiM3MSMkMiMkMCMkMDAkMzgxMTkxIzUxIyQxIyQ1IyQxMyQzNjE0ODEjNDEjJDEjJDgjJDgz,100년재생의원,의원,전라남도,목포시,전라남도 목포시 용당로 211(용당동),일반의,2022-12-19
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNTgxOTYxIzExIyQxIyQ3IyQ5MiQzNjE0ODEjNjEjJDEjJDAjJDgz,100년치과의원,치과의원,경기도,광주시,"경기도 광주시 중앙로 91, 201호 (역동)",치과,2015-03-10
JDU4MTI3MSM1MSMkMSMkMCMkMTMkNDgxMzUxIzUxIyQyIyQ1IyQwMCQ0NjE0ODEjNTEjJDEjJDIjJDgz,100년한의원,한의원,경기도,이천시,"경기도 이천시 영창로 247, 2층 (창전동)",한방,2003-03-03
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxNzAyIzUxIyQxIyQ1IyQxMyQyNjE4MzIjNDEjJDEjJDgjJDgz,100세 치과의원,치과의원,경기도,포천시,"경기도 포천시 소흘읍 솔모루로 79, 3층",치과,2018-12-11
JDQ4MTYyMiM2MSMkMSMkNiMkNzIkMzgxMzUxIzUxIyQxIyQ1IyQ2MiQzNjE0ODEjODEjJDEjJDYjJDgz,100세 치과의원,치과의원,전북특별자치도,무주군,전북특별자치도 무주군 안성면 안성로 288,치과,2015-07-21
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxOTYxIzUxIyQxIyQ1IyQ5OSQzNjEwMDIjNjEjJDEjJDQjJDgz,100세 플란트치과의원,치과의원,경기도,성남시 중원구,"경기도 성남시 중원구 은이로5번길 1, 건영빌딩 7층 (은행동)",치과,2018-01-31
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNDgxOTYxIzIxIyQyIyQ5IyQwMCQyNjEyMjIjODEjJDEjJDIjJDgz,100세건강약국,약국,서울특별시,강남구,"서울특별시 강남구 헌릉로571길 7, 강남레체 1층 101호 (세곡동)",해당사항없음,2021-10-28
2026.1.1. 이후 폐업된 요양기관 등,100세건강약국,약국,부산광역시,금정구,부산광역시 금정구 무학송로 106 (부곡동),해당사항없음,2025-08-01
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkNDgxOTYxIzIxIyQxIyQ1IyQ2MiQ0NjEwMDIjODEjJDEjJDIjJDgz,100세건강약국,약국,경기도,안양시 만안구,"경기도 안양시 만안구 안양로 408, 1층 (안양동)",해당사항없음,2015-12-28
JDQ4MTg4MSM1MSMkMSMkMCMkMDMkMzgxMzUxIzMxIyQxIyQzIyQ4MiQyNjEyMjIjNjEjJDEjJDQjJDgz,100세약국,약국,서울특별시,영등포구,서울특별시 영등포구 양평로 24 (당산동6가),해당사항없음,2002-01-04
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkMzgxMTkxIzExIyQxIyQzIyQ5MiQzNjEyMjIjNDEjJDEjJDQjJDgz,100세약국,약국,인천광역시,남동구,"인천광역시 남동구 남동대로 892, 1층 (간석동)",해당사항없음,2004-10-28
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkNDgxOTYxIzIxIyQxIyQ1IyQ4MiQzNjE4MzIjNjEjJDEjJDgjJDgz,100세약국,약국,경기도,광명시,"경기도 광명시 광명로 877, 상가동 제2-1층 4호 (광명동, 한진아파트)",해당사항없음,2021-10-28
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkNDgxMTkxIzIxIyQxIyQ1IyQ3MiQyNjEwMDIjNjEjJDEjJDQjJDgz,100세약국,약국,경기도,화성시,경기도 화성시 정남면 만년로 540,해당사항없음,1999-03-26
JDQ4MTYyMiM1MSMkMSMkOCMkMDMkMzgxMzUxIzUxIyQxIyQ1IyQ2MiQzNjEyMjIjNDEjJDEjJDgjJDgz,100세약국,약국,충청북도,청주시 상당구,"충청북도 청주시 상당구 상당로 10, 1층 (서운동)",해당사항없음,2001-09-01
2026.1.1. 이후 폐업된 요양기관 등,100세약국,약국,경기도,수원시 팔달구,경기도 수원시 팔달구 경수대로 568 (인계동),해당사항없음,2007-11-09
JDQ4MTYyMiM3MSMkMSMkMCMkNzIkMzgxMTkxIzExIyQxIyQzIyQ4MiQyNjE0ODEjODEjJDEjJDIjJDgz,100세플란트치과의원,치과의원,광주광역시,남구,"광주광역시 남구 봉선로 12, 3층 (주월동)",치과,2025-10-29
JDU4MTI3MSM1MSMkMSMkMCMkMTMkNDgxOTYxIzUxIyQxIyQxIyQ3OSQ0NjEwMDIjODEjJDEjJDIjJDgz,100세행복한의원,한의원,경기도,남양주시,"경기도 남양주시 오남읍 진건오남로 866, 101호",한방,2019-05-09
JDQ4MTYyMiM1MSMkMSMkNCMkMDMkMzgxMzUxIzExIyQxIyQ3IyQ2MiQzNjE4MzIjNjEjJDEjJDQjJDgz,100약국,약국,강원특별자치도,원주시,강원특별자치도 원주시 평원로 58 (평원동),해당사항없음,1982-10-02
JDU4MTI3MSM1MSMkMSMkMCMkMDMkNDgxMTkxIzIxIyQxIyQ5IyQ4MiQyNjEwMDIjNDEjJDEjJDgjJDgz,100평 광장약국,약국,경기도,의정부시,"경기도 의정부시 동일로 732, 금오동 근린생활시설 1층 102호 (금오동)",해당사항없음,2021-03-02
JDU4MTI3MSM1MSMkMSMkMCMkMDMkNDgxNzAyIzIxIyQyIyQxIyQwMCQzNjEyMjIjNTEjJDEjJDYjJDgz,100평 우정약국,약국,경기도,구리시,"경기도 구리시 경춘로 170, 계성빌딩 1층 (교문동)",해당사항없음,2014-02-28
JDQ4MTYyMiM2MSMkMSMkMiMkNzIkMzgxOTYxIzIxIyQxIyQ1IyQ3OSQzNjE0ODEjNTEjJDEjJDYjJDgz,100플란트치과의원,치과의원,대전광역시,대덕구,"대전광역시 대덕구 동춘당로 175, 4층 (법동)",치과,2009-07-02
JDQ4MTYyMiM2MSMkMSMkMiMkMTMkNDgxOTYxIzMxIyQxIyQzIyQ3OSQyNjEwMDIjNDEjJDEjJDgjJDgz,100혈9침한의원,한의원,충청남도,천안시 서북구,"충청남도 천안시 서북구 성정중7길 39-1, 2층 (성정동)",한방,2025-07-04
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzIxIyQxIyQ5IyQ3MiQyNjE4MzIjNzEjJDEjJDgjJDgz,10년전당신의오늘의원,의원,서울특별시,강남구,"서울특별시 강남구 도산대로 452, JS빌딩 3층 (청담동)",일반의,2021-08-27
2026.1.1. 이후 폐업된 요양기관 등,10월10일한의원,한의원,서울특별시,서초구,"서울특별시 서초구 양재천로 99-2, 유림빌딩 2층 (양재동)",한방,2024-03-14
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkMzgxNzAyIzExIyQxIyQ3IyQ4OSQzNjE0ODEjNjEjJDEjJDgjJDgz,10월10일한의원,한의원,경기도,부천시 원미구,경기도 부천시 원미구 조마루로105번길 34-13 (상동),한방,2004-07-16
JDU4MTI3MSM1MSMkMSMkNCMkMDMkMzgxMzUxIzExIyQxIyQ3IyQxMyQzNjEwMDIjODEjJDEjJDIjJDgz,10층비비약국,약국,경기도,용인시 기흥구,"경기도 용인시 기흥구 동백중앙로 283, 골드프라자 B동 1009호 (중동)",해당사항없음,2025-12-04
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzIxIyQxIyQxIyQ3MiQ0NjEwMDIjNjEjJDEjJDQjJDgz,111의원,의원,서울특별시,강남구,"서울특별시 강남구 도산대로 111 (신사동, S-TOWER 11~12층)",일반의,2015-11-19
JDQ4MTYyMiM3MSMkMiMkMCMkMDAkNDgxMzUxIzIxIyQxIyQ1IyQ3OSQzNjE4MzIjNTEjJDEjJDIjJDgz,123내과의원,의원,광주광역시,북구,"광주광역시 북구 동문대로 102, 장안빌딩 2,4,5층 (두암동)",내과,2018-08-17
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzUxIyQxIyQxIyQ3OSQzNjEwMDIjODEjJDEjJDIjJDgz,123스텝업병원,병원,서울특별시,강동구,"서울특별시 강동구 올림픽로 628-3, 지하1, 지상2~9층 (성내동)",일반의,2025-06-23
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNTgxMzUxIzUxIyQxIyQxIyQ2MiQyNjEyMjIjNzEjJDEjJDgjJDgz,123약국,약국,서울특별시,중구,"서울특별시 중구 을지로43길 5-6, 더 스텔라 팰리스 1층 101호 (을지로6가)",해당사항없음,2025-04-11
JDQ4MTAxMiM1MSMkMSMkMCMkMDMkMzgxNzAyIzExIyQxIyQzIyQwMyQyNjE4MzIjNjEjJDEjJDQjJDgz,123약국,약국,부산광역시,서구,부산광역시 서구 까치고개로 216-1 (아미동1가),해당사항없음,2006-01-16
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkNDgxMzUxIzIxIyQxIyQ5IyQ5OSQyNjE0ODEjNDEjJDEjJDgjJDgz,123약국,약국,경기도,수원시 영통구,경기도 수원시 영통구 월드컵로 153 (원천동),해당사항없음,2007-06-01
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkNDgxMzUxIzQxIyQxIyQ3IyQ4MiQzNjE0ODEjNTEjJDEjJDIjJDgz,123약국,약국,대전광역시,동구,"대전광역시 동구 용운로 167, 1층 (용운동)",해당사항없음,2023-06-09
JDQ4MTYyMiM3MSMkMSMkMCMkMDMkMzgxNzAyIzUxIyQxIyQxIyQ4MiQ0NjE0ODEjNTEjJDEjJDYjJDgz,123약국,약국,광주광역시,동구,"광주광역시 동구 동계로 71, 1층 (계림동)",해당사항없음,2024-12-16
JDU4MTI3MSM1MSMkMSMkMCMkMDMkNDgxMzUxIzMxIyQxIyQzIyQ4OSQzNjE4MzIjNDEjJDEjJDQjJDgz,123약국,약국,인천광역시,미추홀구,"인천광역시 미추홀구 주안로 107, 금강메디컬센터 1층 105,106호 (주안동)",해당사항없음,2024-04-08
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzExIyQxIyQzIyQ4OSQyNjEyMjIjNDEjJDEjJDQjJDgz,123의원,의원,서울특별시,강남구,"서울특별시 강남구 삼성로 212, 241호 (대치동, 은마상가 B블럭)",일반의,2008-10-17
JDQ4MTg4MSM1MSMkMSMkNCMkNzIkMzgxMzUxIzExIyQxIyQ3IyQ2MiQ0NjEwMDIjNTEjJDEjJDIjJDgz,123치과교정과치과의원,치과의원,서울특별시,송파구,"서울특별시 송파구 올림픽로 300, 4층 (신천동)",치과,2016-07-01
JDQ4MTYyMiM1MSMkMSMkOCMkNzIkMzgxMzUxIzUxIyQxIyQxIyQ3OSQyNjE0ODEjNTEjJDEjJDYjJDgz,123플러스치과의원,치과의원,충청북도,청주시 청원구,"충청북도 청주시 청원구 오창읍 중부로 760, 201동 2층 209,210호 (오창 롯데캐슬 더 하이스트)",치과,2019-04-02
JDQ4MTYyMiM2MSMkMSMkMiMkMTMkNDgxMzUxIzIxIyQxIyQxIyQwMyQyNjE0ODEjNzEjJDEjJDgjJDgz,123한의원,한의원,충청남도,천안시 동남구,"충청남도 천안시 동남구 대흥로 127 (사직동, 천안세브란스의원)",한방,2006-07-10
JDQ4MTYyMiM2MSMkMSMkMiMkMTMkNDgxOTYxIzIxIyQxIyQ1IyQwMyQyNjE0ODEjODEjJDEjJDYjJDgz,123한의원,한의원,충청남도,천안시 서북구,"충청남도 천안시 서북구 입장면 입장로 130, 2층",한방,2014-05-15
JDU4MTI3MSM1MSMkMSMkMCMkMTMkMzgxNzAyIzIxIyQyIyQ5IyQwMCQyNjE0ODEjNDEjJDEjJDQjJDgz,123한의원,한의원,경기도,광주시,"경기도 광주시 곤지암읍 곤지암로 45, 2층",한방,2013-08-26
JDU4MTI3MSM1MSMkMSMkNCMkMDMkMzgxMzUxIzExIyQxIyQ3IyQ3OSQzNjEyMjIjNDEjJDEjJDgjJDgz,13약국,약국,경기도,성남시 수정구,"경기도 성남시 수정구 심곡로 13, 2층 (심곡동)",해당사항없음,2025-08-07
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNTgxOTYxIzExIyQxIyQzIyQ3MiQyNjEyMjIjODEjJDEjJDYjJDgz,13층약국,약국,서울특별시,중구,"서울특별시 중구 서소문로 116, 유원빌딩 1304호 (서소문동)",해당사항없음,2020-03-16
